year_of_birth,height,weight,scars,colour,year_of_discovery,number_of_lost_teeth,life_length,BMI
452,48.93948673177352,12.989665463852115,1,green,1768,1,659.4870288868046,6.486444569433969
-503,36.78758909444686,9.670870524559607,2,blue,1768,17,1042.2032731109514,8.5465429664279835
771,48.930233163671495,12.73048671519056,1,blue,1768,16,880.5468959776799,6.35942723851635
-760,60.686870431623426,15.485450873641065,7,green,1768,25,1367.34332433284,5.028771892133381
-1323,54.84479701587858,15.398350665433883,11,red,1768,24,1537.2091277558077,6.122529746644
-296,69.53350977064039,18.190417738181726,25,blue,1768,3,1691.6816919576852,4.499683166386606
426,63.24381605557986,16.255915474667866,6,red,1768,9,1012.9153009398557,4.860745289078839
-954,42.22600264680681,14.074617792063858,7,green,1768,11,1101.647627368382,9.440700803430637
618,71.01100381865398,18.079771291204484,2,red,1768,40,1376.2733261608555,4.288142348912069
541,45.71463729429091,12.439938589858338,5,red,1768,38,1487.7212308643716,7.119266409445948
-1350,56.68126994383586,14.564794873849184,3,red,1768,10,930.6148347164436,5.421916109168508
683,58.30771747122683,16.405371037887154,4,blue,1768,26,1179.60210969367,5.771139084443301
-1538,49.73260129631384,14.956452977160266,0,red,1768,23,1035.5267017598142,7.23225654797154
-1291,51.96921167279384,13.186960089343541,23,red,1768,5,1649.35630331288,5.839558304916584
1375,59.128421480836764,15.464897701766912,8,red,1768,10,1009.4638237707318,5.290321271119804
-1595,45.80353845671358,11.834657604379064,37,red,1768,15,2381.988102034568,6.746603747431891
1400,51.1536967013865,14.079048995931888,11,red,1768,29,1498.4571410552103,6.43497460340427
-1854,51.047391236304016,13.413691429074548,6,blue,1768,19,1258.73411877974,6.156427533179951
1591,49.14198727251943,14.950667277080592,1,green,1768,4,716.3732521509066,7.404277917391247
1297,41.04725972865731,10.410878732565081,5,red,1768,14,968.5497110767416,7.390037024407353
1282,46.90876545550968,12.258026657576476,1,blue,1768,16,832.4022252405905,6.662544458161556
1342,51.28592680328253,12.973639544399239,2,blue,1769,30,1162.758636981911,5.899198044596527
-599,53.34160675858704,16.384221976467934,3,red,1769,19,1140.3250762579498,6.88685916256372
-171,49.811615150992914,16.021913305789006,0,blue,1769,14,899.4744148668598,7.722905035719523
-830,51.80031378032014,13.108141452887423,0,red,1769,14,863.4725727312018,5.842569719601958
1246,44.72688090543433,11.332021563135047,8,red,1769,14,1098.8546362817508,6.774819538198028
-1731,49.61096262586433,13.824385318496168,23,red,1769,33,2167.5180779627813,6.717661056154468
118,41.82089271316355,11.481467459063184,30,green,1769,21,2210.2428342513326,7.8512420443245725
-1992,42.50534210225643,11.222364162705096,37,red,1769,26,2570.836710371866,7.4289064716526365
-497,50.13609801433028,13.473693470929131,18,black,1769,31,1952.511651605453,6.410813851684534
854,55.9315608958271,14.1564501988358,30,blue,1769,36,2437.959339116715,5.412127905490302
1149,54.83827384984582,15.182677951684244,15,blue,1769,21,1536.8486775328342,6.038212505693037
462,49.51726163238553,14.699785597646043,12,blue,1769,37,1803.9785857882248,7.170101876339104
770,46.37383584711467,12.59301066309611,6,blue,1769,20,1138.362036610893,7.003434892186506
-917,41.275207585948664,10.419901405767341,31,blue,1769,26,2342.949340321637,7.314971570387466
-621,44.38165289760817,12.33678160100995,18,blue,1769,24,1773.2100484013913,7.490701595714962
-684,38.66648767623562,9.967695948936687,31,red,1769,11,2075.98550687352,7.973571609646055
1028,55.194704291486495,13.980019848508636,2,blue,1769,38,1358.775963484646,5.488333978452573
-1857,45.96746076699424,11.587243327079536,6,green,1769,26,1375.5674601095443,6.558532336182434
-1310,49.09112537913264,12.365230215900246,7,green,1769,7,1017.0008947198233,6.136543193975986
-1818,55.9955385939947,14.048220838912814,21,blue,1769,15,1747.7487790617627,5.358485235740625
-1349,49.63718962559202,12.782716376897193,7,red,1769,17,1189.3788811883512,6.2049223232697095
-322,51.00328940065075,13.520105720507093,7,blue,1769,5,937.6467171696264,6.216003926495898
1164,51.50804218234216,15.945791220947937,8,blue,1770,21,1248.2042937118115,7.188256296030601
-1547,41.06811861633356,10.291892141418147,1,red,1770,31,1259.0225464432815,7.2981565659787515
-771,59.06060531410149,16.923186779780163,21,red,1770,24,1920.9571806317147,5.8024836510039695
-301,47.20853549374795,14.516126113218345,49,green,1770,34,3272.5847127312154,7.78999613104616
-1034,45.84423943010124,13.648001136497674,1,red,1770,25,1134.5405825128319,7.7665308399873645
-767,52.29421450952761,14.413358102374117,2,red,1770,39,1456.9228078444612,6.303553658395324
589,52.33873189888911,13.632107075993012,17,red,1770,9,1334.1576105952904,5.951742890680069
-1675,57.24231631621957,14.858287064210177,6,blue,1770,9,1011.6368976832063,5.423278553932656
-686,66.5995546389792,17.121868343941212,1,red,1770,15,961.3713228621971,4.616746924307803
-1348,51.33818806301952,12.946874853140118,11,red,1770,19,1403.897168439486,5.875048310530917
-254,44.39852578315159,11.854569736200336,0,green,1770,26,1124.4297099214677,7.192440222829166
750,51.62081012377138,13.305229730125504,2,red,1770,37,1324.9284822676193,5.971732022811531
-559,42.67314759796168,11.855303364529014,2,red,1770,1,720.5192337148352,7.7862954880804045
1694,51.72593113131374,12.944892951062695,7,red,1770,6,995.1967336740425,5.786412550705225
-1268,50.07725816575826,14.692361672240981,13,red,1770,19,1504.6766857905025,7.007096380465925
-93,48.98661152285837,12.375681515814122,11,blue,1770,33,1703.2101843201635,6.167964852070171
-219,40.94826633918977,10.915134071530641,11,red,1770,23,1487.5295287517793,7.785483721487146
218,61.15285766623276,15.793641123304411,4,blue,1771,36,1480.8941760473815,5.050987780359563
423,42.702076447357655,11.129801899002224,1,red,1771,33,1283.2895731676665,7.299901702775872
980,44.22248304909727,11.826776006245323,14,blue,1771,7,1220.905495226426,7.232820522344633
-533,41.93674328353702,10.95760869651213,8,red,1771,13,1180.9465918531641,7.4516757781074405
-1250,44.53774557287254,11.153879680377244,3,blue,1771,23,1157.0592643593886,6.725073893059728
186,48.10435948142595,12.560148164149838,20,blue,1771,13,1640.2941967953832,6.491625463847045
-1506,42.548890202006795,13.224222847758146,6,blue,1771,4,875.7361668850556,8.736173500301454
-1416,59.341470896773316,15.290953927101636,5,red,1771,8,956.833107619546,5.193325350295225
-1042,54.1866048519811,14.56719913192862,21,red,1771,25,1901.8710210760835,5.933620157024867
507,49.11417377328818,12.513144569764735,5,green,1771,5,819.7942599542844,6.204122186870035
-1143,62.859718163498954,16.283637257060338,8,red,1771,27,1471.7875066761226,4.928719759908316
-1765,37.55803193577132,9.828600925727127,17,blue,1771,11,1520.5785194745608,8.333234689304941
713,49.89354349643171,12.82467950966254,16,red,1771,12,1377.5898416673724,6.161484890540918
-1383,47.14911632721392,13.909991878360394,24,red,1771,12,1797.4627364110245,7.4835441731674335
1720,47.13019220349171,12.067777989908999,5,blue,1771,12,1070.7276465518798,6.497652113577774
1443,48.81511182836802,12.505513392238843,37,red,1771,16,2308.577716791768,6.276543076278954
1133,54.82505603142298,14.621643014229342,23,red,1771,34,2115.179202212449,5.817890905243532
394,51.87469537041184,13.022528067340694,13,red,1771,5,1217.8235399407656,5.787776453436383
990,59.22610934307629,15.471505121900275,9,red,1771,17,1201.280643680859,5.275136749277737
783,49.8854992250839,13.145702329252886,8,red,1771,23,1324.7898800888938,6.317754032886772
1159,58.69345493915111,16.040472180360346,4,blue,1771,33,1329.2206054697801,5.5688480028789575
956,59.639891443445855,15.04333166630183,13,red,1771,32,1662.1933956071493,5.058222246813713
1283,59.70455572796772,15.000550607791569,6,red,1771,12,1019.147564504066,5.03291764131128
453,52.771565265445425,13.244292824867744,9,green,1771,13,1228.2655731128,5.6879580847532925
-451,42.73934248153742,12.42880410419506,0,red,1771,35,1275.6743919862581,8.137691751471973
-964,48.42126493016853,12.99681014901166,1,green,1772,39,1444.8886117060742,6.629672561656346
-843,51.96140940708112,13.102441505615143,0,red,1772,40,1393.2001311633876,5.80387365824899
987,49.345919519503326,12.685711325572036,8,red,1772,7,943.3969070170572,6.230743849581567
1538,58.156789034303216,14.782474033924736,28,red,1772,14,1991.9545171770949,5.227256962366723
-1986,50.77550508010574,13.880555124733032,5,blue,1772,5,878.9503228515184,6.439110768604407
945,48.9434715027841,12.29849210166142,10,blue,1772,36,1632.4823061724487,6.140304260650154
-541,45.681303514828706,11.526791265865272,5,blue,1772,31,1409.7816681465965,6.606311049073091
-1274,60.732971192182454,15.657711475350299,2,blue,1772,34,1383.1241419622577,5.076995689677952
586,42.75748444299805,10.704127687664705,5,red,1772,2,726.0339503280043,7.002523154623774
-1277,44.16521055271725,11.13905026276765,6,red,1772,13,1096.0090854248797,6.8299121625616745
1081,44.473280910863366,11.585936258662215,19,green,1772,21,1681.531221655372,7.005842356545667
1667,76.04207936595225,19.69964839032626,9,red,1772,31,1576.8779135510874,4.074535178246261
-90,57.05450579808954,15.78788590326122,23,red,1772,30,2108.2807490900104,5.800583041880049
568,45.434751403754916,11.545024736673614,4,green,1772,11,923.7205480944174,6.688767815191293
22,43.142719947282686,10.89765052709936,7,blue,1772,33,1538.0960797698606,7.002375533717506
-79,48.93226805158263,13.291307660281387,0,red,1772,38,1353.10563644628,6.639029278126981
-1167,44.742572847127356,12.147119574981502,35,red,1772,32,2605.6084704288833,7.257030764319058
1184,44.334847603496314,15.464984879803671,3,red,1773,6,708.0695188189684,9.409935033018593
205,46.890310618719454,13.054209721155923,22,red,1773,39,2292.2421835533614,7.100876042807052
730,56.45673065864457,14.350267573913946,29,blue,1773,19,2039.8131802056073,5.384633069255898
-723,46.28322355193159,11.897126682393901,1,red,1773,37,1387.1512110037297,6.642360660117564
224,51.49529450317737,13.148557672104529,10,blue,1773,17,1359.1849741921997,5.930217039624353
640,50.33802340552082,12.721048143226332,8,red,1773,7,971.405025932918,6.004241400670159
-1504,47.34101981786256,13.552911374925412,12,red,1773,11,1277.272375100262,7.232441760141329
893,55.87959521014343,15.526488219503689,1,blue,1773,30,1150.1488689677735,5.946950183000229
734,50.07374814943812,14.399209084020335,40,blue,1773,4,2154.8856731335864,6.868248528899752
1274,42.128655777039455,11.058085642453861,2,red,1773,31,1230.9736210301203,7.451647633874545
1177,62.62324505816994,17.825272629142425,5,blue,1773,11,919.8640321182629,5.436164738649515
-106,59.572727632813056,15.414667313246031,3,red,1773,1,706.2645134346216,5.194775102624779
1301,36.42166908366908,10.090218690885887,7,red,1773,1,799.4992092996921,9.097214939786884
343,54.000812010207085,15.134235246330501,3,blue,1773,9,882.9348774527859,6.207081744106464
-903,48.53189147986629,18.424211043644803,27,blue,1773,1,1664.363907913228,9.355392855254866
1795,44.722887228172574,11.909414319029054,3,blue,1773,5,833.1587285099314,7.121283958090961
1131,36.863464341409035,10.36171259561625,21,blue,1773,24,1807.560212566573,9.11941151385364
-1572,44.1222352428613,13.164798080009803,0,red,1773,16,942.7801298833022,8.087732078527813
1038,45.40055416676663,11.9573201908811,22,red,1773,40,2152.830918002105,6.938077012004542
-1378,52.58465497504864,13.404308583894606,18,red,1773,35,2028.424781218085,5.797675782198652
-1667,59.05845243100986,15.073482242387199,15,blue,1773,40,2014.8892835612821,5.168648921054148
1306,56.723871608652054,14.844122513992682,17,red,1774,31,1805.5449636530268,5.5176019263926985
145,45.842969159274475,11.773813622224871,13,red,1774,15,1415.3982233935885,6.700377095823476
1765,50.11492431985779,12.54941094406556,1,red,1774,40,1467.705260349336,5.9760847594687805
-1791,53.35792236820372,15.431825177881827,4,green,1774,4,842.95134832488975,6.48256736069192
1288,47.37019715938132,12.395104374073846,26,red,1774,7,1663.900888917174,6.606438078493823
972,48.3756699962728,14.549802929740107,4,red,1774,10,846.4595731600048,7.435851197400037
615,60.03976803678496,15.315075181041468,9,red,1774,33,1520.8531957313803,5.081228050902149
-575,45.37407259489994,13.187376552726008,6,red,1774,30,1451.3451161434193,7.660735173918093
-1570,57.41699797505645,14.37518684482236,15,blue,1774,21,1616.0726545410066,5.215069490956725
1561,38.17863108252544,9.987570642530475,13,red,1774,4,1205.105117780053,8.194957855332058
720,51.00777096758134,13.079974552486933,2,blue,1774,21,1007.6442820847165,6.0125925390481605
978,47.220022515253675,12.04768633107081,4,blue,1774,17,986.6921490344678,6.4621768248215
-888,59.4808040314112,14.890406965667852,11,red,1774,28,1605.7597523385614,5.033620524780062
1531,59.60339731665731,15.701735273227944,14,blue,1774,36,1913.9903125415922,5.286073371239694
-1453,45.04326010276114,12.15532927249203,2,green,1774,9,842.4705326361335,7.165304664962518
543,49.35369136973152,15.325720220745279,7,red,1774,22,1216.955002951504,7.5250462998109455
-46,50.54930718786712,13.286639877091337,6,red,1774,35,1562.854593210032,6.218881964017795
991,41.51096919699938,10.740246571505892,7,red,1774,14,1068.0122631224813,7.454457968183154
-376,52.460741956363535,13.630248951404148,0,blue,1774,18,952.6192531340716,5.923283185154037
-38,52.51646186598405,14.627839160746005,3,red,1774,25,1251.856546672893,6.34332295990596
-1535,41.46820497176514,10.835294019055778,7,black,1774,3,937.4680839166472,7.535946258712
-888,44.79585541674742,11.423543571219467,24,red,1775,24,2021.1139175538224,6.808520340134467
1783,48.835595521578306,12.32927940023577,20,blue,1775,11,1614.3946175781452,6.1829008705727695
-34,36.9451649198597,11.989940045515468,4,red,1775,29,1320.0146252502395,10.505805533500894
-216,42.30913559641496,11.268726774760971,16,red,1775,18,1621.2071283931905,7.5289447335299595
329,53.640899891731756,13.764295953034763,16,green,1775,28,1819.467935497157,5.721230657127738
-639,59.062482467779986,16.283038463108532,16,green,1775,32,1898.196854603803,5.582639962686749
-1342,64.9290243760976,16.99323179184978,15,red,1775,27,1702.0611938225368,4.820874126284002
545,62.613072318369085,18.66886457731634,6,blue,1775,17,1066.3305790352824,5.69528473929053
-1050,53.44290965463171,13.408121234661724,14,red,1775,22,1620.3799335422248,5.614554521919989
-1717,50.435865793217026,12.711209396238269,1,red,1775,19,1037.1966461082745,5.976342483650133
1243,39.90317538318528,10.501595115133854,7,red,1775,29,1369.5051109302108,7.888018517117295
1578,41.78782386044831,10.595375509678501,4,green,1775,20,1160.1159412965146,7.256787526553452
400,43.484194876736595,12.734739389679802,4,green,1775,37,1450.5369083915086,8.05479997804605
715,52.52818909678848,14.8954528251928,18,blue,1775,28,1796.9616412222078,6.456489038068505
388,50.465749726740036,13.345035737384936,0,blue,1775,36,1290.2573437255985,6.266915619512824
-1554,57.46292896899723,14.774989989482222,9,red,1775,38,1716.8803897087441,5.351545753899521
-29,45.300394861287934,11.56180257449847,4,green,1775,15,1086.4601040792031,6.738281331304114
755,55.20597387071502,15.667900340463275,1,blue,1775,7,655.2786745902944,6.1484580549931245
971,42.42827871529994,13.896020010166062,21,red,1775,37,2098.842734614378,9.23224178589237
-1007,57.995420317370936,14.822697335672688,12,green,1775,33,1737.6607761599748,5.270689173590038
1683,54.4934103213783,15.263475802283805,20,red,1775,12,1620.167470966772,6.147422070177796
1076,52.300178544490485,13.47940081308756,9,green,1775,3,946.0740601299883,5.893751350722923
1157,52.79956937292023,13.789886406830956,29,red,1775,31,2248.469634386064,5.915990840995942
-780,53.09664085962515,14.711735762890404,9,blue,1775,7,1107.6406986294137,6.241046067008241
-1020,52.50369934744915,18.29999077106236,4,red,1776,18,1090.1351694088598,7.939600076303684
-425,49.16513303899421,14.257331600908994,10,green,1776,28,1539.5118830509055,7.0542586360571065
-841,58.36321868981725,15.054732970547692,0,blue,1776,9,809.3960326911687,5.285939061913168
-1457,50.89530836692372,14.447449370888593,25,blue,1776,20,2000.6460559628995,6.670574614364575
-788,50.77095567654948,13.1122498843729,12,blue,1776,35,1778.3775487192647,6.083788473192236
