"","X.2","X.1","X","year_of_birth","height","weight","scars","colour","year_of_discovery","number_of_lost_teeth","life_length","Life"
"1897",1897,1897,1897,"1763 BC",53.29,15.35,1,"black",1795,4,703,"P.N.E."
"1898",1898,1898,1898,"1396",39.09,11.06,22,"red",1795,29,1959,"N.E."
"1899",1899,1899,1899,"1473",58.86,18.35,2,"red",1795,19,946,"N.E."
"1900",1900,1900,1900,"16",44.81,12.51,6,"red",1795,10,1036,"N.E."
"1901",1901,1901,1901,"334",29.54,8.45,6,"blue",1795,36,1565,"N.E."
"1902",1902,1902,1902,"1497",48.69,13.99,5,"red",1795,14,953,"N.E."
"1903",1903,1903,1903,"1760",47.73,13.16,20,"red",1795,10,1608,"N.E."
"1904",1904,1904,1904,"931 BC",54.3,15.07,8,"blue",1795,15,1231,"P.N.E."
"1905",1905,1905,1905,"1428",40.36,11.73,24,"red",1795,38,2212,"N.E."
"1906",1906,1906,1906,"1279",44.94,12.43,50,"red",1795,13,2754,"N.E."
"1907",1907,1907,1907,"1252 BC",45.55,14.69,1,"blue",1795,17,991,"P.N.E."
"1908",1908,1908,1908,"834",55.34,15.59,19,"black",1795,11,1481,"N.E."
"1909",1909,1909,1909,"591",30.38,11.19,12,"red",1795,30,1588,"N.E."
"1910",1910,1910,1910,"863 BC",39.4,12.3,30,"red",1795,31,2397,"P.N.E."
"1911",1911,1911,1911,"186 BC",38.84,13.34,13,"blue",1795,21,1540,"P.N.E."
"1912",1912,1912,1912,"1797",54.35,15.13,11,"red",1795,17,1397,"N.E."
"1913",1913,1913,1913,"568",46.53,15.11,0,"blue",1796,39,1277,"N.E."
"1914",1914,1914,1914,"797 BC",34.38,9.94,76,"red",1796,15,3953,"P.N.E."
"1915",1915,1915,1915,"870",39.79,11.45,24,"green",1796,26,1990,"N.E."
"1916",1916,1916,1916,"823 BC",44.79,12.73,6,"red",1796,27,1368,"P.N.E."
"1917",1917,1917,1917,"1386",34.46,10.22,4,"blue",1796,5,768,"N.E."
"1918",1918,1918,1918,"999",42.35,14.73,3,"blue",1796,6,716,"N.E."
"1919",1919,1919,1919,"902 BC",39.43,12.65,2,"red",1796,12,951,"P.N.E."
"1920",1920,1920,1920,"753 BC",64.49,18.98,29,"red",1796,27,2337,"P.N.E."
"1921",1921,1921,1921,"827",41.98,14.01,6,"blue",1796,37,1480,"N.E."
"1922",1922,1922,1922,"959 BC",54.51,15.01,1,"red",1796,33,1275,"P.N.E."
"1923",1923,1923,1923,"724 BC",36.53,11.36,2,"blue",1796,33,1368,"P.N.E."
"1924",1924,1924,1924,"440",35.47,9.83,5,"red",1796,2,818,"N.E."
"1925",1925,1925,1925,"161",44.52,12.45,5,"red",1796,39,1591,"N.E."
"1926",1926,1926,1926,"255",39.72,14.32,10,"blue",1796,5,1108,"N.E."
"1927",1927,1927,1927,"1640 BC",36.69,10.27,7,"blue",1796,22,1336,"P.N.E."
"1928",1928,1928,1928,"108",45.1,12.4,5,"green",1796,7,933,"N.E."
"1929",1929,1929,1929,"1539",40.22,12.51,1,"blue",1796,24,1137,"N.E."
"1930",1930,1930,1930,"1005",44.7,12.64,12,"blue",1796,8,1157,"N.E."
"1931",1931,1931,1931,"1506 BC",46.89,13.84,12,"green",1797,4,1158,"P.N.E."
"1932",1932,1932,1932,"263 BC",41.39,11.41,17,"green",1797,20,1714,"P.N.E."
"1933",1933,1933,1933,"1747",43.79,12.32,17,"red",1797,27,1856,"N.E."
"1934",1934,1934,1934,"647",56.69,16.19,6,"blue",1797,12,969,"N.E."
"1935",1935,1935,1935,"252 BC",42.5,11.87,10,"red",1797,7,1142,"P.N.E."
"1936",1936,1936,1936,"112 BC",51.78,14.24,1,"red",1797,10,846,"P.N.E."
"1937",1937,1937,1937,"769",47.97,13.5,3,"red",1797,28,1155,"N.E."
"1938",1938,1938,1938,"1373",52.47,16.55,8,"red",1797,22,1254,"N.E."
"1939",1939,1939,1939,"1031",41.96,11.52,12,"blue",1797,6,1097,"N.E."
"1940",1940,1940,1940,"1484 BC",43.05,11.92,3,"blue",1797,31,1339,"P.N.E."
"1941",1941,1941,1941,"1024",54.04,15.43,6,"green",1797,15,1030,"N.E."
"1942",1942,1942,1942,"223 BC",44.92,12.35,8,"red",1797,29,1498,"P.N.E."
"1943",1943,1943,1943,"967",46.56,14.35,13,"blue",1797,21,1444,"N.E."
"1944",1944,1944,1944,"145",44.17,14.79,1,"red",1797,22,1040,"N.E."
"1945",1945,1945,1945,"345 BC",48.24,14.38,11,"red",1797,8,1165,"P.N.E."
"1946",1946,1946,1946,"1406",54.14,15.47,25,"blue",1797,3,1555,"N.E."
"1947",1947,1947,1947,"412 BC",51.8,14.97,23,"red",1797,22,1958,"P.N.E."
"1948",1948,1948,1948,"1742",48.54,13.75,30,"green",1797,16,2100,"N.E."
"1949",1949,1949,1949,"832",33.04,10.54,7,"blue",1797,2,856,"N.E."
"1950",1950,1950,1950,"931",48.73,15.99,25,"blue",1798,35,2211,"N.E."
"1951",1951,1951,1951,"79",52.3,15.54,16,"red",1798,18,1598,"N.E."
"1952",1952,1952,1952,"697 BC",44.26,12.22,1,"red",1798,19,1034,"P.N.E."
"1953",1953,1953,1953,"1100",33.94,12.01,15,"green",1798,39,1903,"N.E."
"1954",1954,1954,1954,"1446 BC",36.26,10.67,8,"red",1798,23,1371,"P.N.E."
"1955",1955,1955,1955,"1456",48.65,15.01,28,"red",1798,24,2074,"N.E."
"1956",1956,1956,1956,"1565",32.51,9.51,5,"green",1798,14,1087,"N.E."
"1957",1957,1957,1957,"536 BC",44.83,12.26,18,"green",1798,33,1987,"P.N.E."
"1958",1958,1958,1958,"1412 BC",50.38,13.92,8,"blue",1798,33,1576,"P.N.E."
"1959",1959,1959,1959,"774",50.8,15.07,7,"red",1798,14,1026,"N.E."
"1960",1960,1960,1960,"1336 BC",35.96,11.34,39,"blue",1798,20,2571,"P.N.E."
"1961",1961,1961,1961,"211",54.5,14.99,9,"blue",1798,33,1632,"N.E."
"1962",1962,1962,1962,"224 BC",58.92,16.75,8,"red",1798,27,1452,"P.N.E."
"1963",1963,1963,1963,"1026",47.45,13.15,7,"green",1798,3,829,"N.E."
"1964",1964,1964,1964,"702",49.42,16.34,10,"blue",1798,28,1460,"N.E."
"1965",1965,1965,1965,"1634 BC",58.44,17.43,6,"blue",1798,13,1070,"P.N.E."
"1966",1966,1966,1966,"596",39.99,13.45,20,"blue",1798,4,1407,"N.E."
"1967",1967,1967,1967,"602 BC",41.28,11.54,2,"green",1798,6,769,"P.N.E."
"1968",1968,1968,1968,"727",37,10.13,15,"green",1798,33,1749,"N.E."
"1969",1969,1969,1969,"466 BC",44.74,14.38,15,"blue",1798,28,1765,"P.N.E."
"1970",1970,1970,1970,"1719 BC",51.55,14.97,3,"green",1798,20,1084,"P.N.E."
"1971",1971,1971,1971,"1894 BC",45.72,13.27,14,"green",1799,2,1226,"P.N.E."
"1972",1972,1972,1972,"744",43.18,13.82,28,"red",1799,12,1835,"N.E."
"1973",1973,1973,1973,"157",55.65,15.96,7,"green",1799,27,1409,"N.E."
"1974",1974,1974,1974,"311 BC",53.05,15.73,23,"green",1799,27,2075,"P.N.E."
"1975",1975,1975,1975,"298",44.4,17.62,3,"red",1799,15,1038,"N.E."
"1976",1976,1976,1976,"1733",32.04,9.69,19,"red",1799,28,1951,"N.E."
"1977",1977,1977,1977,"86 BC",43.7,12.44,4,"green",1799,31,1398,"P.N.E."
"1978",1978,1978,1978,"1510",48.78,16.17,1,"green",1799,39,1419,"N.E."
"1979",1979,1979,1979,"1789",41.27,13.26,6,"red",1799,35,1554,"N.E."
"1980",1980,1980,1980,"159 BC",38.17,10.46,2,"green",1799,14,957,"P.N.E."
"1981",1981,1981,1981,"1337 BC",65.2,22.24,18,"red",1799,11,1531,"P.N.E."
"1982",1982,1982,1982,"1421 BC",51.85,14.3,13,"red",1799,11,1317,"P.N.E."
"1983",1983,1983,1983,"1957 BC",35.97,12.3,5,"red",1799,1,836,"P.N.E."
"1984",1984,1984,1984,"290 BC",40.92,12.05,12,"blue",1799,21,1493,"P.N.E."
"1985",1985,1985,1985,"1407 BC",39.33,11.25,1,"red",1799,17,1000,"P.N.E."
"1986",1986,1986,1986,"1599",39.4,11.84,10,"blue",1799,6,1133,"N.E."
"1987",1987,1987,1987,"545",38.19,11.1,2,"blue",1799,0,612,"N.E."
"1988",1988,1988,1988,"1635",48.09,15.02,13,"red",1799,15,1438,"N.E."
"1989",1989,1989,1989,"793",49.17,15.79,2,"green",1799,8,720,"N.E."
"1990",1990,1990,1990,"351 BC",38.6,10.6,17,"red",1799,3,1337,"P.N.E."
"1991",1991,1991,1991,"1163 BC",40.49,11.71,4,"red",1799,22,1218,"P.N.E."
"1992",1992,1992,1992,"683 BC",35.67,10.28,4,"blue",1800,35,1438,"P.N.E."
"1993",1993,1993,1993,"1368 BC",41.13,11.41,14,"blue",1800,7,1326,"P.N.E."
"1994",1994,1994,1994,"1372 BC",51.35,14.12,32,"blue",1800,25,2346,"P.N.E."
"1995",1995,1995,1995,"1509 BC",61.44,17.03,4,"red",1800,28,1317,"P.N.E."
"1996",1996,1996,1996,"1232",44.09,12.61,2,"red",1800,6,702,"N.E."
"1997",1997,1997,1997,"1468",47.1,13.29,10,"green",1800,39,1702,"N.E."
"1998",1998,1998,1998,"1725 BC",44.37,14.06,7,"green",1800,12,1113,"P.N.E."
"1999",1999,1999,1999,"1003",49.37,14.5,44,"blue",1800,38,3042,"N.E."
"2000",2000,2000,2000,"1064 BC",45.05,12.45,18,"green",1800,8,1489,"P.N.E."
